student_id,favorite_team,demographic,low_income,first_gen
d1264161,Washington Nationals,Water,Yes,No
d1269957,Milwaukee Brewers,Grass,No,Yes
d1323efc,Washington Nationals,Fire,No,No
d13fdee8,Washington Nationals,Grass,No,No
d1413e78,Washington Nationals,Water,Yes,No
d146a9ac,Milwaukee Brewers,Fire,Yes,No
d147e9e2,Washington Nationals,Water,Yes,No
d148a59a,Milwaukee Brewers,Water,No,No
d14e9620,Milwaukee Brewers,Fire,Yes,Yes
d15fe5c6,Milwaukee Brewers,Water,No,No
d16bea27,Washington Nationals,Water,No,No
d17017ff,Milwaukee Brewers,Water,No,No
d170241c,Milwaukee Brewers,Fire,Yes,No
d171e2d0,Washington Nationals,Water,No,No
d1741d7c,Milwaukee Brewers,Fire,No,No
d1836f0e,Washington Nationals,Fire,Yes,Yes
d186e5c9,Baltimore Orioles,Fire,No,No
d18a36f8,Washington Nationals,Fire,Yes,Yes
d18dcb49,Washington Nationals,Water,No,No
d1aa8a37,Washington Nationals,Fire,No,Yes
d1adb189,Milwaukee Brewers,Fire,No,No
d1b54deb,Milwaukee Brewers,Water,No,No
d1be40a8,Washington Nationals,Grass,No,No
d1c3fae5,Washington Nationals,Dragon,Yes,No
d1d2c557,Milwaukee Brewers,Water,No,No
d1dd67ac,Washington Nationals,Fire,Yes,Yes
d1e8aa42,Washington Nationals,Water,Yes,No
d1ec1981,Milwaukee Brewers,Fairy,Yes,No
d1ec30b2,Milwaukee Brewers,Water,No,No
d1ec90a3,Washington Nationals,Water,No,No
d1ef61e9,Milwaukee Brewers,Dragon,No,No
d1feeb99,Milwaukee Brewers,Fairy,Yes,No
d208c681,Milwaukee Brewers,Grass,No,No
d217ddba,Washington Nationals,Water,Yes,No
d2281c6e,Washington Nationals,Fairy,No,No
d22f2cd7,Washington Nationals,Grass,No,No
d23ce0ef,Washington Nationals,Fire,No,No
d249ce62,Washington Nationals,Water,Yes,No
d24a21d9,Washington Nationals,Psychic,Yes,Yes
d2734e67,Milwaukee Brewers,Grass,Yes,No
d273aa21,Washington Nationals,Water,No,No
d27c2556,Washington Nationals,Fire,Yes,Yes
d284d883,Milwaukee Brewers,Water,No,No
d286ae6a,Milwaukee Brewers,Water,No,No
d289559c,Milwaukee Brewers,Water,Yes,No
d29525d7,Milwaukee Brewers,Water,No,No
d2a2246b,Washington Nationals,Water,No,No
d2a640b0,Milwaukee Brewers,Water,No,No
d2bb2aab,Milwaukee Brewers,Water,Yes,No
d2cb1658,Milwaukee Brewers,Fire,Yes,Yes
d2cc6a6a,Washington Nationals,Fire,No,Yes
d2cde48e,Baltimore Orioles,Fairy,No,No
d2d786ad,Washington Nationals,Fire,Yes,No
d2df0931,Milwaukee Brewers,Fairy,No,No
d2e07991,Washington Nationals,Fire,Yes,No
d2e62243,Milwaukee Brewers,Water,No,No
d2e972a7,Milwaukee Brewers,Water,No,No
d2f83506,Milwaukee Brewers,Dragon,Yes,No
d2ff6d86,Milwaukee Brewers,Fire,Yes,No
d3011c5d,Milwaukee Brewers,Water,No,No
d30963f2,Washington Nationals,Fire,No,No
d30ad847,Milwaukee Brewers,Fire,Yes,No
d31f909e,Washington Nationals,Water,No,No
d3216572,Milwaukee Brewers,Fire,Yes,No
d333cddd,Milwaukee Brewers,Fire,No,No
d33d439a,Washington Nationals,Grass,No,No
d34f9162,Milwaukee Brewers,Psychic,No,No
d353d77c,Milwaukee Brewers,Water,No,No
d35585a8,Milwaukee Brewers,Water,No,No
d3583a63,Milwaukee Brewers,Fire,Yes,Yes
d358f406,Milwaukee Brewers,Fire,No,No
d35cf94a,Washington Nationals,Water,No,No
d35d235d,Washington Nationals,Grass,No,No
d36642ad,Washington Nationals,Water,No,No
d36d6533,Baltimore Orioles,Water,No,No
d38f68ae,Washington Nationals,Fire,Yes,Yes
d39a48c9,Milwaukee Brewers,Water,Yes,No
d39e4f7f,Milwaukee Brewers,Fire,Yes,Yes
d3a505c0,Baltimore Orioles,Fire,No,Unknown
d3bf4753,Washington Nationals,Grass,Yes,No
d3c3dc6d,Washington Nationals,Grass,No,Yes
d3d03a6c,Washington Nationals,Fire,No,No
d3d8f2c5,Washington Nationals,Fire,Yes,No
d3ff7636,Milwaukee Brewers,Water,No,No
d407e070,Washington Nationals,Grass,Yes,No
d40ad533,Milwaukee Brewers,Grass,No,No
d40cb14e,Washington Nationals,Grass,No,No
d40e20f5,Washington Nationals,Water,No,No
d415f0e9,Milwaukee Brewers,Fire,No,No
d42a3d6c,Milwaukee Brewers,Fire,No,No
d42a5b30,Washington Nationals,Water,Yes,Yes
d4383fe5,Washington Nationals,Fire,Yes,Yes
d441e697,Washington Nationals,Fire,Yes,No
d4428e99,Milwaukee Brewers,Water,No,No
d4499b12,Washington Nationals,Water,Yes,No
d44e4b55,Washington Nationals,Fire,No,No
d45b4703,Milwaukee Brewers,Water,No,No
d45fdbca,Milwaukee Brewers,Grass,No,No
d464c67f,Washington Nationals,Grass,No,No
d46b28e0,Milwaukee Brewers,Fairy,No,Unknown
d46c3943,Milwaukee Brewers,Dragon,No,No
d46f6759,Washington Nationals,Water,No,No
d4704a47,Milwaukee Brewers,Fire,No,Yes
d4714d68,Washington Nationals,Fire,No,No
d47c08b4,Milwaukee Brewers,Water,No,No
d47c23a2,Washington Nationals,Fire,Yes,No
d47c4689,Washington Nationals,Fairy,No,No
d487596b,Milwaukee Brewers,Grass,No,No
d48c8ff9,Washington Nationals,Grass,No,No
d48d9f35,Milwaukee Brewers,Fire,Yes,Yes
d495a083,Washington Nationals,Water,Yes,Yes
d4a46ada,Milwaukee Brewers,Water,No,No
d4ada61e,Milwaukee Brewers,Dragon,Yes,No
d4afb532,Milwaukee Brewers,Fire,Yes,Yes
d4b4da3a,Milwaukee Brewers,Grass,No,No
d4b70231,Washington Nationals,Fire,No,Yes
d4be4dcb,Milwaukee Brewers,Fire,Yes,No
d4bf7a63,Milwaukee Brewers,Grass,No,No
d4c2c38d,Washington Nationals,Grass,No,No
d4c69859,Washington Nationals,Fire,Yes,No
d4cc98c3,Washington Nationals,Water,No,No
d4e1fde4,Baltimore Orioles,Fire,No,No
d4e58b0a,Washington Nationals,Dragon,No,No
d4e6e56e,Washington Nationals,Fire,Yes,Yes
d4e83be9,Washington Nationals,Grass,No,No
d4eeffaa,Milwaukee Brewers,Water,No,No
d4f10b44,Washington Nationals,Water,Yes,Yes
d4fdb0c9,Milwaukee Brewers,Fire,No,No
d5009c12,Milwaukee Brewers,Water,No,No
d50819dc,Milwaukee Brewers,Dragon,No,No
d511552f,Milwaukee Brewers,Grass,No,No
d5132383,Washington Nationals,Fire,Yes,Yes
d52769e6,Washington Nationals,Water,No,No
d528db4b,Washington Nationals,Water,Yes,No
d53ba69e,Milwaukee Brewers,Grass,No,No
d53eb137,Milwaukee Brewers,Psychic,Yes,Yes
d54d3f75,Milwaukee Brewers,Water,No,No
d54df46e,Washington Nationals,Fire,No,No
d54df8a3,Washington Nationals,Water,Yes,No
d552af79,Baltimore Orioles,Dragon,No,No
d55327f9,Milwaukee Brewers,Grass,No,No
d55c1d97,Milwaukee Brewers,Fire,No,No
d56a9c4a,Milwaukee Brewers,Water,Yes,No
d56db951,Washington Nationals,Fire,Yes,No
d590a3f3,Washington Nationals,Dragon,No,No
d59877cf,Milwaukee Brewers,Fire,No,Yes
d59a2269,Milwaukee Brewers,Water,No,No
d59b56b8,Milwaukee Brewers,Water,No,No
d5aeb2d4,Washington Nationals,Water,No,No
d5b42757,Washington Nationals,Water,Yes,Yes
d5bac16f,Milwaukee Brewers,Water,No,No
d5d4efd3,Milwaukee Brewers,Dragon,No,No
d5d78e5c,Washington Nationals,Water,Yes,Yes
d5d80f1c,Washington Nationals,Fairy,Yes,No
d5df404f,Washington Nationals,Fairy,Yes,No
d5df5615,Washington Nationals,Grass,No,No
d5e7b202,Washington Nationals,Water,No,No
d5eeed66,Milwaukee Brewers,Water,No,No
d5fdccc5,Washington Nationals,Fire,Yes,No
d6002f93,Milwaukee Brewers,Fire,Yes,No
d600f0d9,Washington Nationals,Fire,Yes,Yes
d6053987,Washington Nationals,Water,No,Unknown
d6143607,Milwaukee Brewers,Psychic,Yes,Yes
d6195bef,Washington Nationals,Fire,Yes,No
d62125ba,Washington Nationals,Grass,No,No
d62d3c6a,Washington Nationals,Water,Yes,No
d62f3a30,Milwaukee Brewers,Dragon,No,No
d644b640,Washington Nationals,Psychic,Yes,No
d646e97d,Washington Nationals,Dragon,No,No
d64a91ae,Milwaukee Brewers,Water,Yes,No
d652c919,Washington Nationals,Water,No,No
d6557ab8,Washington Nationals,Fire,No,No
d659c4dd,Milwaukee Brewers,Water,No,No
d674e5a4,Washington Nationals,Water,No,No
d67fb396,Milwaukee Brewers,Fire,Yes,No
d68642ff,Washington Nationals,Psychic,Yes,No
d69229ad,Milwaukee Brewers,Fire,Yes,Yes
d6990328,Washington Nationals,Fire,No,No
d6a79dc5,Baltimore Orioles,Water,No,No
d6b1797b,Milwaukee Brewers,Fire,No,No
d6b52596,Milwaukee Brewers,Water,No,No
d6bd825c,Washington Nationals,Grass,Yes,Yes
d6ca5c38,Washington Nationals,Fairy,No,No
d6d8fc3e,Washington Nationals,Fire,No,No
d6e567aa,Washington Nationals,Fairy,No,No
d6e683f0,Washington Nationals,Fire,Yes,No
d6e8d8d5,Washington Nationals,Grass,No,No
d6f1843a,Milwaukee Brewers,Fire,No,No
d6f1a75f,Milwaukee Brewers,Fire,No,No
d6f1e09e,Milwaukee Brewers,Grass,No,No
d7040e9d,Milwaukee Brewers,Fire,No,No
d7149681,Washington Nationals,Fire,Yes,Yes
d71cb830,Washington Nationals,Fairy,Yes,No
d736dec7,Milwaukee Brewers,Grass,Yes,Yes
d73989b0,Milwaukee Brewers,Water,No,No
d73efde9,Washington Nationals,Fire,Yes,No
d74d6ea8,Milwaukee Brewers,Water,No,No
d75509da,Milwaukee Brewers,Fire,Yes,Yes
d75bd924,Milwaukee Brewers,Fire,Yes,No
d75c0fe7,Washington Nationals,Water,No,No
d75f2586,Milwaukee Brewers,Fire,No,No
d764cb55,Milwaukee Brewers,Water,No,No
d772b3fb,Washington Nationals,Grass,No,No
d77522b5,Milwaukee Brewers,Water,Yes,Yes
d7752992,Washington Nationals,Water,No,No
d775c6cd,Milwaukee Brewers,Water,No,No
d776a977,Milwaukee Brewers,Water,Yes,No
d7782a76,Washington Nationals,Grass,No,No
d785cb1c,Milwaukee Brewers,Grass,No,No
d79b9700,Baltimore Orioles,Grass,No,No
d7a46c84,Washington Nationals,Dragon,No,No
d7aeaca9,Washington Nationals,Fire,Yes,Yes
d7b72298,Washington Nationals,Fire,No,No
d7bf4971,Washington Nationals,Dragon,No,No
d7cfcf46,Washington Nationals,Grass,No,No
d7d0c97a,Washington Nationals,Water,No,No
d7d4d6a8,Milwaukee Brewers,Dragon,No,No
d7d575a8,Washington Nationals,Fire,No,No
d7e116f0,Milwaukee Brewers,Water,No,Unknown
d7e38c54,Milwaukee Brewers,Dragon,Yes,No
d7fcabc2,Washington Nationals,Grass,Yes,No
d803a91a,Washington Nationals,Water,No,No
d80cfda1,Milwaukee Brewers,Grass,No,No
d8127137,Washington Nationals,Water,Yes,No
d813e728,Milwaukee Brewers,Fire,No,Yes
d81652a2,Washington Nationals,Fire,Yes,No
d81fab25,Milwaukee Brewers,Water,No,No
d8220e50,Washington Nationals,Fire,No,No
d822176f,Washington Nationals,Grass,Yes,Yes
d8245af4,Milwaukee Brewers,Grass,No,No
d826b758,Milwaukee Brewers,Fire,Yes,Unknown
d82840cb,Washington Nationals,Water,No,No
d82f940d,Washington Nationals,Grass,No,No
d833c1d3,Washington Nationals,Fire,Yes,Yes
d83adf24,Milwaukee Brewers,Water,No,Unknown
d853e411,Milwaukee Brewers,Water,No,No
d8633b71,Washington Nationals,Fire,Yes,Yes
d865964b,Milwaukee Brewers,Grass,Yes,No
d869814c,Washington Nationals,Grass,No,No
d86db8df,Milwaukee Brewers,Water,No,No
d870b4fc,Milwaukee Brewers,Water,No,No
d879e30c,Washington Nationals,Fire,Yes,No
d887e5e5,Milwaukee Brewers,Water,Yes,Yes
d88fff67,Milwaukee Brewers,Water,Yes,No
d8a9ed95,Washington Nationals,Fairy,No,No
d8aca68f,Milwaukee Brewers,Water,No,No
d8b23e00,Milwaukee Brewers,Dragon,No,No
d8c1adec,Washington Nationals,Grass,No,No
d8c60dfd,Milwaukee Brewers,Fairy,No,No
d8d1d97e,Washington Nationals,Dragon,Yes,No
d8f62405,Washington Nationals,Grass,Yes,Yes
d8f7d38b,Milwaukee Brewers,Water,No,Yes
d8f9ad83,Washington Nationals,Fairy,No,No
d8fe4dca,Washington Nationals,Fire,Yes,Yes
d9011608,Milwaukee Brewers,Grass,No,No
d901b083,Washington Nationals,Fire,Yes,No
d91fe8d3,Washington Nationals,Fire,No,No
d9279ae2,Washington Nationals,Fairy,Yes,No
d92deb26,Milwaukee Brewers,Grass,No,Unknown
d92f2307,Milwaukee Brewers,Dragon,No,No
d9325168,Washington Nationals,Fairy,Yes,No
d93a72d4,Milwaukee Brewers,Fire,Yes,Yes
d94008ac,Washington Nationals,Fire,Yes,Yes
d940b927,Washington Nationals,Fire,Yes,Yes
d94188d8,Washington Nationals,Water,No,No
d94a7338,Milwaukee Brewers,Water,Yes,Yes
d94cc9ff,Milwaukee Brewers,Fire,No,Yes
d94e3d1c,Washington Nationals,Dragon,No,No
d971529a,Milwaukee Brewers,Dragon,No,Yes
d97188fa,Milwaukee Brewers,Grass,No,No
d9788fd1,Milwaukee Brewers,Dragon,Yes,Yes
d97f04d9,Washington Nationals,Fire,Yes,Yes
d98b9034,Milwaukee Brewers,Water,No,No
d99486e7,Washington Nationals,Water,No,No
d99e8fa6,Milwaukee Brewers,Water,No,No
d9a0c108,Washington Nationals,Fire,No,No
d9a1d470,Milwaukee Brewers,Fire,No,No
d9a69495,Milwaukee Brewers,Fire,Yes,No
d9a80b30,Milwaukee Brewers,Grass,No,No
d9af97f2,Washington Nationals,Fire,Yes,Yes
d9affa8f,Washington Nationals,Water,Yes,No
d9b0de01,Washington Nationals,Fire,No,No
d9be6e1e,Baltimore Orioles,Dragon,No,No
d9c0494a,Washington Nationals,Grass,No,No
d9c93bce,Milwaukee Brewers,Grass,No,No
d9ce584c,Washington Nationals,Water,Yes,No
d9de775b,Milwaukee Brewers,Water,No,No
d9e95ea0,Washington Nationals,Fire,No,Unknown
d9ec3ba6,Milwaukee Brewers,Grass,Yes,No
d9eeeb6f,Washington Nationals,Fire,No,Unknown
d9f42082,Washington Nationals,Water,No,No
da02f9e4,Milwaukee Brewers,Water,No,No
da04dfd4,Milwaukee Brewers,Water,No,No
da0635a8,Milwaukee Brewers,Water,No,No
da10120f,Milwaukee Brewers,Fire,Yes,Yes
da1b5584,Washington Nationals,Fire,No,Yes
da1e78a5,Washington Nationals,Fire,No,No
da22f87a,Washington Nationals,Water,Yes,No
da232526,Milwaukee Brewers,Water,Yes,Yes
da29166e,Milwaukee Brewers,Water,No,No
da2b4fbc,Washington Nationals,Fire,Yes,Yes
da327006,Washington Nationals,Water,No,No
da3abdc5,Milwaukee Brewers,Fire,No,Yes
da3dacea,Washington Nationals,Water,Yes,No
da3feb46,Milwaukee Brewers,Water,No,No
da41b6f4,Milwaukee Brewers,Dragon,No,No
da532d93,Milwaukee Brewers,Water,Yes,Yes
da5806ef,Washington Nationals,Dragon,No,No
da613a1e,Milwaukee Brewers,Grass,No,No
da681f31,Milwaukee Brewers,Water,No,No
da7b3b74,Washington Nationals,Water,No,No
da8d23d1,Washington Nationals,Water,No,No
dab5cd48,Washington Nationals,Grass,No,No
dacad6f6,Milwaukee Brewers,Water,No,No
dacf9a5a,Milwaukee Brewers,Water,No,No
dad05c88,Milwaukee Brewers,Dragon,Yes,No
daedb005,Washington Nationals,Grass,No,No
daf32dea,Washington Nationals,Water,No,No
daf7cffb,Washington Nationals,Fire,Yes,Yes
dafcbdbb,Washington Nationals,Water,No,No
daffaa10,Washington Nationals,Grass,Yes,No
db1aff99,Washington Nationals,Grass,No,No
db1f8847,Washington Nationals,Grass,No,Yes
db25885e,Washington Nationals,Fire,No,Yes
db364eb7,Washington Nationals,Water,No,No
db4d233a,Washington Nationals,Grass,No,No
db51f563,Washington Nationals,Fire,Yes,No
db521c5d,Washington Nationals,Fire,No,No
db548c5c,Washington Nationals,Fire,Yes,Yes
db59fd14,Milwaukee Brewers,Fire,No,No
db5d8eb6,Milwaukee Brewers,Grass,Yes,Unknown
db636d26,Washington Nationals,Fire,No,Yes
db66d00d,Washington Nationals,Fire,Yes,Yes
db6d4b12,Washington Nationals,Water,No,Yes
db772128,Washington Nationals,Fairy,Yes,No
db7d1a59,Milwaukee Brewers,Fire,No,No
dba137c9,Milwaukee Brewers,Fire,No,No
dba4f81a,Baltimore Orioles,Water,No,No
dba81c3f,Washington Nationals,Fire,Yes,No
dbaf5db3,Washington Nationals,Fire,Yes,No
dbc40258,Washington Nationals,Fire,Yes,Yes
dbed8592,Washington Nationals,Water,No,No
dbef9f05,Milwaukee Brewers,Water,No,No
dbf33025,Milwaukee Brewers,Water,No,No
dbfda27e,Milwaukee Brewers,Fire,Yes,Yes
dc0a5741,Washington Nationals,Fire,No,Unknown
dc12936b,Milwaukee Brewers,Water,No,No
dc23df76,Baltimore Orioles,Fire,Yes,Yes
dc30e01f,Milwaukee Brewers,Electric,Yes,No
dc4695a2,Washington Nationals,Grass,No,No
dc551914,Washington Nationals,Grass,No,No
dc579d54,Milwaukee Brewers,Fire,No,No
dc614d39,Washington Nationals,Fire,Yes,Yes
dc625720,Washington Nationals,Water,No,No
dc67394b,Milwaukee Brewers,Grass,No,No
dc72945d,Washington Nationals,Fire,Yes,No
dc795fe6,Milwaukee Brewers,Fire,Yes,No
dc86a2b7,Baltimore Orioles,Water,No,No
dc888990,Washington Nationals,Water,No,No
dc88a715,Milwaukee Brewers,Water,No,No
dc8c800a,Washington Nationals,Water,No,No
dc9e23f1,Milwaukee Brewers,Grass,No,No
dca2ba4f,Milwaukee Brewers,Water,No,No
dcabeae7,Washington Nationals,Fairy,Yes,No
dcbc0af3,Washington Nationals,Fire,Yes,Yes
dcbc6d37,Washington Nationals,Grass,No,No
dcc184a3,Washington Nationals,Water,Yes,No
dcc405ae,Baltimore Orioles,Fairy,No,Unknown
dcf0298a,Milwaukee Brewers,Dragon,No,No
dd10212b,Washington Nationals,Fire,Yes,Yes
dd12eedd,Milwaukee Brewers,Water,No,No
dd15a583,Milwaukee Brewers,Water,No,No
dd183c5a,Milwaukee Brewers,Fire,Yes,Unknown
dd1b97a6,Washington Nationals,Water,No,No
dd1c2d26,Milwaukee Brewers,Fire,No,Yes
dd3d9c79,Washington Nationals,Fairy,No,Yes
dd3ed3da,Milwaukee Brewers,Dragon,No,No
dd3f06de,Washington Nationals,Water,No,No
dd5260ed,Washington Nationals,Water,No,No
dd6a9e6b,Milwaukee Brewers,Fire,No,Yes
dd732fd3,Washington Nationals,Grass,No,No
dd769e71,Milwaukee Brewers,Grass,No,No
dd777be7,Washington Nationals,Grass,No,No
dd781d02,Milwaukee Brewers,Water,No,No
dd7b7fd6,Milwaukee Brewers,Water,No,No
dd826c95,Milwaukee Brewers,Water,No,No
dd891fca,Washington Nationals,Fire,No,No
dd8a98f0,Washington Nationals,Dragon,No,No
dd91f01f,Washington Nationals,Psychic,Yes,Yes
dd93c8a8,Washington Nationals,Water,No,No
dd949a66,Washington Nationals,Fire,No,No
dd95b851,Washington Nationals,Grass,No,No
ddafa217,Milwaukee Brewers,Water,No,No
ddb39cdc,Milwaukee Brewers,Water,Yes,No
ddc19bda,Washington Nationals,Fairy,No,No
ddcf75fc,Milwaukee Brewers,Fairy,No,No
ddd0939f,Milwaukee Brewers,Water,No,No
dde24c45,Milwaukee Brewers,Fairy,Yes,No
dde2e370,Milwaukee Brewers,Dragon,No,No
dde83cd7,Milwaukee Brewers,Fire,Yes,Yes
ddec1c00,Milwaukee Brewers,Water,No,No
ddf83ee7,Milwaukee Brewers,Grass,No,No
de014bc1,Milwaukee Brewers,Water,No,No
de055d4a,Milwaukee Brewers,Water,No,No
de06a1fc,Milwaukee Brewers,Fire,No,No
de1b3ab7,Washington Nationals,Dragon,Yes,No
de1df721,Washington Nationals,Grass,No,No
de405cf8,Milwaukee Brewers,Water,No,No
de44a9f7,Washington Nationals,Fairy,No,No
de4ca596,Washington Nationals,Fire,No,No
de5d7732,Milwaukee Brewers,Fire,No,No
de704db2,Milwaukee Brewers,Water,Yes,No
de774197,Washington Nationals,Grass,No,No
de7ad507,Milwaukee Brewers,Water,Yes,No
de7bee4f,Washington Nationals,Fire,No,No
de7f964c,Washington Nationals,Fire,No,Yes
dea0a528,Washington Nationals,Water,No,No
deba7160,Milwaukee Brewers,Water,No,No
debd0e0a,Washington Nationals,Water,Yes,No
dece8e7f,Washington Nationals,Fire,Yes,No
dedca725,Washington Nationals,Dragon,Yes,Yes
dedeb0f8,Washington Nationals,Grass,No,No
dee31c91,Milwaukee Brewers,Fairy,Yes,No
dee40889,Washington Nationals,Fire,No,No
deed2cb0,Washington Nationals,Grass,Yes,No
deed4ef5,Washington Nationals,Grass,Yes,Yes
deef2c3e,Washington Nationals,Water,Yes,No
def8ece8,Washington Nationals,Grass,No,No
def942fa,Milwaukee Brewers,Water,No,No
defac3b0,Milwaukee Brewers,Grass,Yes,No
deff0651,Milwaukee Brewers,Water,Yes,No
df06ff22,Milwaukee Brewers,Water,No,No
df1f8ced,Washington Nationals,Water,Yes,No
df2fece7,Baltimore Orioles,Fire,Yes,No
df3646af,Milwaukee Brewers,Water,No,No
df3a469e,Washington Nationals,Psychic,Yes,No
df417fab,Milwaukee Brewers,Fire,No,Yes
df493eca,Washington Nationals,Water,No,No
df4d307d,Baltimore Orioles,Dragon,Yes,No
df514cab,Washington Nationals,Water,No,Yes
df55e66d,Washington Nationals,Dragon,Yes,No
df56768b,Milwaukee Brewers,Grass,No,No
df6050a3,Washington Nationals,Water,Yes,No
df773443,Washington Nationals,Psychic,Yes,No
df806e07,Washington Nationals,Fire,Yes,No
df887219,Washington Nationals,Grass,No,Yes
df901cc9,Washington Nationals,Water,No,No
dfa40b84,Washington Nationals,Water,No,No
dfa66603,Milwaukee Brewers,Water,No,No
dfab9c33,Milwaukee Brewers,Water,No,No
dfba8baa,Baltimore Orioles,Water,No,No
dfbb9229,Washington Nationals,Dragon,Yes,Yes
dfc93915,Washington Nationals,Grass,No,No
dfc9d8ee,Washington Nationals,Fire,Yes,No
dfcc8095,Washington Nationals,Fairy,No,No
dfdc554b,Washington Nationals,Fire,Yes,Yes
dfea93a7,Washington Nationals,Dragon,No,No
dff6feab,Washington Nationals,Fairy,No,No
dff9dc34,Washington Nationals,Water,Yes,No
e00330e8,Washington Nationals,Fire,No,Yes
e00df64c,Milwaukee Brewers,Grass,No,No
e014ba67,Milwaukee Brewers,Water,No,No
e02bd323,Washington Nationals,Water,No,No
e039990d,Washington Nationals,Grass,No,No
e039fb7e,Washington Nationals,Fire,Yes,No
e03a27f9,Milwaukee Brewers,Fire,No,No
e03a9730,Milwaukee Brewers,Water,Yes,Yes
e044cb78,Washington Nationals,Fire,Yes,No
e045bc73,Washington Nationals,Dragon,No,No
e047bb84,Milwaukee Brewers,Psychic,No,No
e05143fe,Milwaukee Brewers,Water,No,No
e05702b5,Washington Nationals,Grass,No,No
e05fe4e1,Milwaukee Brewers,Water,Yes,No
e077e978,Washington Nationals,Fire,No,No
e081dc87,Milwaukee Brewers,Water,Yes,Yes
e0893404,Milwaukee Brewers,Water,No,No
e09629de,Washington Nationals,Psychic,Yes,No
e09f5d5f,Washington Nationals,Water,No,No
e0a4da17,Milwaukee Brewers,Grass,Yes,Unknown
e0a5d1ec,Washington Nationals,Water,Yes,No
e0a8fd85,Baltimore Orioles,Fire,Yes,No
e0b13922,Washington Nationals,Water,No,No
e0b85604,Washington Nationals,Water,No,No
e0c68d11,Washington Nationals,Water,No,No
e0c8daf6,Milwaukee Brewers,Water,Yes,No
e0d1b852,Milwaukee Brewers,Fairy,No,No
e0d5fc10,Washington Nationals,Grass,Yes,Yes
e0de6185,Washington Nationals,Fire,No,No
e0e1aa71,Milwaukee Brewers,Grass,No,Yes
e0f1e633,Washington Nationals,Water,No,No
e0f72127,Washington Nationals,Water,Yes,No
e0fe5c82,Washington Nationals,Fire,Yes,Yes
e0fe7872,Baltimore Orioles,Fairy,No,No
e101aaa7,Milwaukee Brewers,Water,Yes,Yes
e10ae510,Washington Nationals,Fire,Yes,No
e10d76e7,Washington Nationals,Fire,Yes,Yes
e11b7e5d,Milwaukee Brewers,Grass,No,No
e11b9dec,Washington Nationals,Fire,Yes,Yes
e1394d0f,Milwaukee Brewers,Grass,No,No
e13e5da7,Washington Nationals,Fire,Yes,No
e146e731,Milwaukee Brewers,Fire,Yes,No
e14dc254,Washington Nationals,Fire,Yes,Yes
e15590bb,Milwaukee Brewers,Grass,No,No
e1572195,Baltimore Orioles,Dragon,Yes,Unknown
e157a87b,Washington Nationals,Fire,Yes,No
e15b0d63,Washington Nationals,Fire,Yes,No
e171183d,Milwaukee Brewers,Fire,Yes,No
e172a52a,Milwaukee Brewers,Grass,No,No
e1764cef,Milwaukee Brewers,Water,No,No
e1b057fa,Washington Nationals,Water,No,No
e1ba77e6,Washington Nationals,Water,Yes,No
e1c8d7cc,Washington Nationals,Water,No,No
e1d1b83c,Milwaukee Brewers,Water,No,Yes
e1e0f0df,Washington Nationals,Grass,No,No
e1ea639b,Milwaukee Brewers,Fire,No,No
e1ed92a5,Milwaukee Brewers,Psychic,Yes,No
e2007883,Milwaukee Brewers,Grass,Yes,Yes
e20b9ff9,Washington Nationals,Fire,Yes,Yes
e2252023,Milwaukee Brewers,Water,No,No
e22b9407,Washington Nationals,Water,Yes,No
e242c223,Washington Nationals,Fire,Yes,Yes
e24b4965,Milwaukee Brewers,Water,No,No
e24c118d,Milwaukee Brewers,Fire,Yes,Yes
e251e108,Washington Nationals,Water,Yes,No
e2622b29,Milwaukee Brewers,Water,No,No
e266fd4a,Washington Nationals,Fire,No,No
e26f6e10,Milwaukee Brewers,Fire,Yes,No
e275d98e,Washington Nationals,Fire,Yes,No
e2783ca8,Washington Nationals,Psychic,Yes,Yes
e284ffd3,Washington Nationals,Fire,Yes,No
e28e5449,Milwaukee Brewers,Fire,No,No
e293e131,Milwaukee Brewers,Fire,No,No
e297b2e4,Milwaukee Brewers,Fire,No,No
e298ff00,Milwaukee Brewers,Fairy,No,No
e2996a17,Milwaukee Brewers,Water,No,No
e2adca9d,Milwaukee Brewers,Water,No,No
e2af74d8,Washington Nationals,Fire,No,Yes
e2b48b7d,Washington Nationals,Psychic,No,No
e2bf33d8,Milwaukee Brewers,Fire,Yes,No
e2c0ec2d,Washington Nationals,Fairy,No,No
e2c3c3e5,Milwaukee Brewers,Grass,No,No
e2cb8c0b,Washington Nationals,Fire,Yes,Unknown
e2dd4067,Washington Nationals,Fire,Yes,Yes
e2e866eb,Washington Nationals,Grass,No,No
e2ee8645,Washington Nationals,Water,No,Yes
e2f181c8,Washington Nationals,Grass,No,No
e2f3f4c1,Milwaukee Brewers,Fire,Yes,Yes
e301693c,Washington Nationals,Grass,No,No
e3064b6c,Milwaukee Brewers,Fire,No,No
e307414c,Washington Nationals,Water,No,No
e308c2d9,Washington Nationals,Water,No,No
e30c76e3,Milwaukee Brewers,Dragon,No,No
e30f4dad,Washington Nationals,Dragon,Yes,No
e31094e8,Milwaukee Brewers,Water,Yes,Yes
e3132222,Milwaukee Brewers,Grass,No,No
e31a399e,Washington Nationals,Grass,No,No
e31ddc8b,Milwaukee Brewers,Grass,No,No
e31f9f58,Milwaukee Brewers,Dragon,No,No
e324ff28,Washington Nationals,Fire,No,No
